author,affiliation,city,country,count
Raymond T. Ng,University of British Columbia,Vancouver,Canada,3
Raymond T. Ng,"University of British Columbia, Vancouver, B. C., Canada",Vancouver,Canada,2
Raymond T. Ng,"University of British Columbia, Vancouver, Canda",Vancouver,Canada,2
Rebecca Braynard,"Duke University, Durham, NC",Durham,United States,3
Rebecca Shapley,"Google Inc., Mountain View, CA, USA",Mountain View,United States,8
Renée J. Miller,"Department of Computer Science, University of Toronto, Toronto, ON, Canada",Toronto,Canada,3
Renée J. Miller,Univ. of Toronto,Toronto,Canada,4
Renée J. Miller,University of Toronto,Toronto,Canada,9
Renée J. Miller,"University of Toronto, Toronto, ON, Canada",Toronto,Canada,8
Reynold Cheng,"Hong Kong University, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,4
Reynold Cheng,Purdue University,West Lafayette,United States,3
Reynold Xin,"UC Berkeley, Berkeley, CA, USA",Berkeley,United States,5
Riccardo Rosati,"Università ""La Sapienza"", Roma, Italy",Rome,Italy,16
Richard A. Hankins,"Nokia Research Center, Palo Alto, CA, USA",Palo Alto,United States,3
Richard D. Sisson Jr.,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,3
Richard Hull,"Lucent Bell Laboratories, Murray Hill, NJ",New Providence,United States,2
Richard Johnson,"Yahoo!, Bellevue, WA, USA",Bellevue,United States,11
Richard King,"IBM T. J. Watson Research Center, Hawthorne, NY",Hawthorne,United States,7
Richard T. Snodgrass,"Department of Computer Science, University of Arizona, AZ",Tucson,United States,3
Richard T. Snodgrass,University of Arizona,Tucson,United States,3
Richard T. Snodgrass,"University of Arizona, Tucson, AZ",Tucson,United States,2
Richard Wesley,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,3
Rick Keilty,"Cornell University, Ithaca, NY, USA",Ithaca,United States,9
Riddhiman Ghosh,"HP, Palo Alto, USA",Palo Alto,United States,8
Rimma V. Nehme,"Microsoft Jim Gray Systems Lab, Madison, WI, USA",Madison,United States,2
Rimma V. Nehme,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,2
Ritesh Kumar,UNC Chapel Hill,Chapel Hill,United States,4
Rob Pike,"Google Inc., Mountain View, CA",Mountain View,United States,3
Robert Adams,"Department of Electrical Engineering, University of California Los Angeles, Los Angeles, CA",Los Angeles,United States,3
Robert Albright,"Cornell University, Ithaca, NY, USA",Ithaca,United States,9
Robert C. Miller,"MIT CSAIL, Cambridge, MA, USA",Cambridge,United States,5
Robert C. Miller,"rcm@csail.mit.edu, Cambridge, MA, USA",Cambridge,United States,6
Robert Ennals,"Intel Research Berkeley, Berkeley, CA",Berkeley,United States,2
Robert F. Murphy,Carnegie Mellon University,Pittsburgh,United States,2
Robert Fink,"Department of Statistics, University of Oxford, OX1 3TG, UK",Oxford,United Kingdom,4
Robert Gruber,Google,Hyderabad,India,7
Robert L. Bertini,"Portland State University, Portand, OR",Portland,United States,6
Robert Lyle,"IBM Silicon Valley Lab, San Jose CA",San Jose,United States,14
Robert McCann,"Microsoft, Redmond, WA, USA",Redmond,United States,5
Roberta Cochrane,"IBM Almaden Research Center, San Jose CA",San Jose,United States,14
Roberto Acerbis,"WebRatio Piazza Cadorna, Milano, Italy",Milan,Italy,5
Robin Dhamankar,"Department of Curriculum and Instruction, University of Illinois, 383 Education Building, 1310 S. Sixth Street, Champaign, IL 61820, USA",Champaign,United States,5
Rodrigo Schmidt,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,12
Roger S. Barga,"Microsoft Research, Redmond, WA",Redmond,United States,9
Rohan Angrish,"Oracle, RedWood Shores, CA",Redwood City,United States,5
Rohit Jain,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,4
Roland Kays,"New York State Museum, New York, NY, USA",New York,United States,7
Romain Colle,"Oracle, Redwood Shores",Redwood City,United States,11
Ron Eguchi,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Ron Weiss,Oracle Corporation,Mesa,United States,4
Ronald Fagin,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,3
Ronald Fagin,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,5
Ronald Fagin,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
Rong Zhang,Dartmouth College,Hanover,United States,5
Ross Shaull,"GTE Labs, Waltham, MA",Waltham,United States,3
Roxana Geambasu,"University of Washington, Seattle, WA",Seattle,United States,4
Rudi Studer,"Institute AIFB, Universität Karlsruhe, Karlsruhe, Germany",Karlsruhe,Germany,11
Ruey-Lung Hsiao,"UCLA, Los Angeles, CA",Los Angeles,United States,4
Rui Fang,"HKUST, Hong Kong, China",Tseung Kwan O,Hong Kong,7
Rui Fang,"Hong Kong University of Science and Technology, China",Clear Water Bay,Hong Kong,7
Rui Wang,"IBM Almaden Research Center, San Jose, CA",San Jose,United States,5
Rui Wang 0002,"Microsoft, Redmond, WA",Redmond,United States,3
Rui Wang 0002,Northeastern University,Boston,United States,4
Rui Wang 0002,"Northeastern University, Boston, MA",Boston,United States,6
Ruiwen Chen,"University of Ottawa, Ottawa, ON, Canada",Ottawa,Canada,3
Ruoming Jin,"Kent State University, Kent, OH, USA",Kent,United States,13
Ruoming Jin,"Kent State University, Ohio , USA",Kent,United States,6
Russell Sears,"Yahoo! Research, Santa Clara, CA, USA",Santa Clara,United States,4
Russell Sears,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,8
Ruy Ley-Wild,"Carnegie Mellon University, Pittsburgh, PA, USA",Pittsburgh,United States,3
Ryan Huebsch,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Ryan Huebsch,"University of California at Berkeley, Berkeley, CA",Berkeley,United States,4
S. Muralidhar,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,4
S. Muthu Muthukrishnan,"Rutgers University, 110 Frelinghuysen Rd, Piscataway, NJ 08854, USA. muthu@rutgers.cs.edu",Piscataway Township,United States,4
S. Muthukrishnan,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,7
S. Muthukrishnan,"CS Department, New Jersey Institute of Technology, Newark, NJ 07102, USA",Newark,United States,4
S. Muthukrishnan,Rutgers University,Newark,United States,16
S. Sudarshan,I.I.T. Bombay,Mumbai,India,3
S. Sudarshan,IIT Bombay,Mumbai,India,4
S. Sudarshan,IIT-Bombay,Mumbai,India,4
S. Sudarshan,"Indian Institute of Technology, Bombay",Mumbai,India,4
S. W. Ng,"Department of Computer Science, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong",Kowloon Tong,Hong Kong,5
Sabine Massmann,"University of Leipzig, Leipzig, Germany",Leipzig,Germany,4
Sachin Thatte,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,8
Sachin Thatte,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,8
Sae Hwang,"Department of CSE, University of Texas at Arlington, Arlington, TX 76019, United States",Arlington,United States,3
Sagar Mittal,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,6
Sailesh Krishnamurthy,"Computer Science Division, UC Berkeley, Berkeley, CA",Berkeley,United States,6
Sailesh Krishnamurthy,"Truviso, Inc., Foster City, CA, USA",Foster City,United States,7
Sailesh Krishnamurthy,UC Berkeley,Berkeley,United States,3
Sailesh Krishnamurthy,"UC Berkeley, Berkeley, CA",Berkeley,United States,15
Sailesh Krishnamurthy,"University of California, Berkeley",Berkeley,United States,7
Sailesh Krishnamurthy,"University of California, Berkeley, CA",Berkeley,United States,10
Sajib Dasgupta,"IBM Research - Almaden, San Jose, USA",San Jose,United States,13
Saket Navlakha,"University of Maryland, College Park, MD, USA",College Park,United States,3
Salvatore Raunich,"Università della Basilicata, Potenza, Italy",Potenza,Italy,8
Salvatore Ruggieri,"Università di Pisa, Pisa, Italy",Pisa,Italy,3
Salvatore Vadacca,"Politecnico di Milano, Milano, Italy",Milan,Italy,7
Sam Lindley,"University of Edinburgh, Edinburgh, United Kingdom",Edinburgh,United Kingdom,4
Sam Mardanbeigi,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Samarth Prakash,"Nokia Design, Bangalore, India",Bangalore,India,4
Samer Nassar,"University of Alberta, Edmonton, Alberta, Canada",Edmonton,Canada,3
Samuel Madden,"Laboratory for Information and Decision Systems (LIDS), Massachusetts Institute of Technology, Cambridge, MA",Cambridge,United States,3
Samuel Madden,MIT,Cambridge,United States,5
Samuel Madden,"MIT CSAIL, Cambridge, MA, USA",Cambridge,United States,13
Samuel Madden,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",Cambridge,United States,14
Samuel Madden,"MIT, Cambridge, MA, USA",Cambridge,United States,7
Samuel Madden,"Massachusettes Institute of Technology, Cambridge, MA, USA",Cambridge,United States,3
Samuel Madden,"Massachusetts Institute of Technology, Cambridge, MA, USA",Cambridge,United States,13
Samuel Madden,UC Berkeley,Berkeley,United States,10
Samuel Madden,"University of California, Berkeley, CA",Berkeley,United States,10
Samuel Rash,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,12
Sandeep Tata,"IBM, San Jose, CA, USA",San Jose,United States,2
Sandeep Uttamchandani,"IBM Almaden Research, San Jose, CA, USA",San Jose,United States,4
Sang Kyun Cha,"Department of Computer Science, University of Vermont, Burlington, VT 05405, USA",Burlington,United States,3
Sanghoon Cha,"Brown University, Providence, RI, USA",Providence,United States,4
Sanjay Agrawal,Microsoft Research,Mountain View,United States,9
Sanjay Agrawal,"Microsoft Research, One Microsoft Way, Redmond, WA",Redmond,United States,3
Sanjay Agrawal,"Microsoft Research, Redmond, WA, USA",Redmond,United States,6
Sanjay Agrawal,"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA",Mountain View,United States,6
Sanjeev Khanna,"Computer & Information Science Department, University of Pennsylvania, 200 South 33rd Street, Philadelphia, PA",Philadelphia,United States,2
Sanjeev Khanna,University of Pennsylvania,Philadelphia,United States,4
Sanjeev Khanna,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,4
Sankar Subramanian,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,15
Sara Comai,"DEI, Politecnico di Milano, Italy",Como,Italy,6
Sarvjeet Singh,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,6
Sarvjeet Singh,"Purdue University, West Lafayette, IN, and Google Inc., Mountain View, CA, USA",Mountain View,United States,4
Sasi K. Pitchaimalai,"Department of Biostatistics, The University of Texas, M.D. Anderson Cancer Center, Houston, TX 77030, USA",Houston,United States,2
Satinder Singh,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,5
Sau Dan Lee,"The University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,6
Saul Schleimer,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,3
Scott A. Brandt,"University of California at Santa Cruz, Santa Cruz, CA, USA",Santa Cruz,United States,9
Scott Shenker,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Sean C. Rhea,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Sebastiaan J. van Schaik,"University of Oxford & Utrecht University, Oxford, United Kingdom",Oxford,United Kingdom,2
Sebastian Böttger,"Ludwig-Maximilians-University, Munich, Germany",Munich,Germany,3
Sebastian Michel,"Saarland University, Saarbruecken, Germany",Saarbrücken,Germany,4
Sebu Koleth,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,8
Senjuti Basu Roy,"Department of CSE, University of Texas at Arlington, Arlington, TX 76019, United States",Arlington,United States,2
Senjuti Basu Roy,"University of Texas at Arlington, Arlington, TX, USA",Arlington,United States,5
Seok-Won Seong,"University of Florida, Gainesville, FL",Gainesville,United States,5
Sergei Vassilvitskii,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,7
Sergey Melnik,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,2
Sergey Melnik,"Microsoft Research, Redmond, WA",Redmond,United States,14
Sergey Melnik,"University of Leipzig, Germany",Leipzig,Germany,3
Setareh Rafatirad,"University of California Irvine, Irvine, CA, USA",Irvine,United States,4
Seung-won Hwang,University of Illinois,Urbana,United States,3
Seung-won Hwang,"University of Illinois, Urbana-Champaign",Champaign,United States,2
Shady Elbassuoni,"Max-Planck Institute for Informatics, Saarbruecken, Germany",Saarbrücken,Germany,6
Shahram Ghandeharizadeh,"USC, Los Angeles, CA, USA",Los Angeles,United States,8
Shan Shan Huang,"LogicBlox, Atlanta, GA, USA",Atlanta,United States,6
Shan Shan Huang,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA",Atlanta,United States,3
Shankar Pal,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,6
Shantanu Joshi,"University of Florida, Gainesville",Gainesville,United States,5
Shaoxu Song,"The Hong Kong University of Science and Technology, Hong Kong, Hong Kong",Clear Water Bay,Hong Kong,3
Sharad Mehrotra,"Department of Informatics, University of California, Irvine, Irvine CA 92697, USA",Irvine,United States,12
Sharad Mehrotra,"Department of Information and Computer Science, University of California, Irvine, California",Irvine,United States,4
Sharad Mehrotra,"Dept. of Information and Computer Science, University of California, Irvine",Irvine,United States,2
Sharad Mehrotra,"University of California, Irvine, CA",Irvine,United States,4
Sharad Mehrotra,"University of California, Irvine, Irvine, CA, USA",Irvine,United States,3
Sharad Mehrotra,"University of California: Irvine, Irvine, CA",Irvine,United States,2
Shariq Rizvi,Google Inc.,Pittsburgh,United States,3
Shariq Rizvi,"University of California, Berkeley",Berkeley,United States,11
Shashank Pandit,"IIT Bombay, Mumbaî, India",Mumbai,India,3
Shaveen Garg,IIT Bombay,Mumbai,India,3
Shawn R. Jeffery,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,10
Shawn R. Jeffery,"UC Berkeley, Berkeley, CA, USA",Berkeley,United States,3
Shawn R. Jeffery,"University of California, Berkeley",Berkeley,United States,7
Sheau-Dong Lang,"University of Central Florida, Orlando, FL",Orlando,United States,4
Shengyue Ji,"University of California, Irvine, Irvine, California, USA",Irvine,United States,4
Shengzhi Sun,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,8
Sherif Sakr,"University of Konstanz, Konstanz, Germany",Konstanz,Germany,5
Shihui Zheng,"Department of Computer Science, University of Nevada, Reno NV 89557, USA",Reno,United States,9
Shimin Chen,"Intel Labs Pittsburgh, Pittsburgh, PA, USA",Pittsburgh,United States,3
Shimin Chen,"Intel Labs, Pittsburgh, PA, USA",Pittsburgh,United States,5
Shimin Chen,"Intel Research Pittsburgh, Pittsburgh, PA, USA",Pittsburgh,United States,1
Shimin Chen,"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu",Pittsburgh,United States,4
Shimin Chen,"School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,3
Shiming Zhang,"University of Hong Kong, Hong Kong, Hong Kong",Pok Fu Lam,Hong Kong,3
Shiping Huang,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,7
Shivakumar Vaithyanathan,"IBM Almaden Research Center, San Jose, CA, USA",San Jose,United States,4
Shivakumar Vaithyanathan,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,15
Shivakumar Vaithyanathan,"IBM Research - Almaden, San Jose, USA",San Jose,United States,13
Shivakumar Vaithyanathan,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,8
Shivnath Babu,"Department of Statistics, Stanford University, Stanford, CA, United States",Stanford,United States,12
Shivnath Babu,Duke University,Durham,United States,2
Shivnath Babu,"Duke University, Durham, NC",Durham,United States,12
Shivnath Babu,"Duke University, Durham, NC, USA",Durham,United States,12
Shivnath Babu,Stanford University,Stanford,United States,13
Shivnath Babu,Stanford University and Bell Laboratories,Stanford,United States,3
Shiwei Tang,Peking University,Millbrae,United States,6
Shobhit Mathur,"Department of Electrical Engineering, University of Washington, Seattle, WA",Seattle,United States,6
Shrikanth Shankar,"Lockheed Sanders, Nashua, NH",Nashua,United States,6
Shu Tao,"IBM T. J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,6
Shubham Chopra,"Yahoo! Research, Bangalore, India",Bengaluru,India,3
Shurug Al-Khalifa,University of Michigan,Ann Arbor,United States,11
Shurug Al-Khalifa,"University of Michigan, Ann Arbor, MI",Ann Arbor,United States,3
Siddharth Seth,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,13
Sihem Amer-Yahia,"AT&T Labs-Research, Florham Park, NJ",Florham Park,United States,3
Sihem Amer-Yahia,"AT&T Labs-Research, Florham Park, NJ, USA",Florham Park,United States,18
Sihem Amer-Yahia,"Yahoo! Research, New York, NY, USA",New York,United States,17
Silke Trißl,"Humboldt-Universität zu Berlin, Berlin, Germany",Berlin,Germany,2
Silvana Castano,"DSI-Università di Milano, Via Comelico, 39/41, 20135 Milano Italy",Milan,Italy,3
Sirish Chandrasekaran,U.C. Berkeley,Berkeley,United States,2
Sirish Chandrasekaran,"University of California, Berkeley, CA",Berkeley,United States,10
Siva Ravada,"Center for Human-Computer Interaction and College of Information Sciences and Technology, The Pennsylvania State University, University Park, PA 16802, USA",State College,United States,3
Sivasankaran Chandrasekar,Oracle Corporation,Mesa,United States,11
Slawek Smyl,"Microsoft Corporation, Seattle, WA, USA",Seattle,United States,5
Song Wang,"HP Labs, Austin, TX, USA",Austin,United States,4
Song Wang,"Hewlett-Packard Labs, Palo Alto, CA, USA",Palo Alto,United States,7
Song Wang,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,3
Songting Chen,"NEC Laboratories America, Cupertino, CA, USA",Cupertino,United States,11
Songting Chen,"NEC Laboratories America, Inc., Cupertino, CA",Cupertino,United States,7
Songting Chen,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,5
Songyun Duan,Duke University,Durham,United States,2
Songyun Duan,"IBM Research - Thomas J. Watson Research Ctr, Hawthorne, NY, USA",Hawthorne,United States,4
Sonia Bergamaschi,"Dipartimento di Ingegneria dell'Informazione, Università di Modena e Reggio Emilia, Via Vignolese, Modena, Italy",Modena,Italy,5
Sorabh Gandhi,"University of California, Santa Barbara, Santa Barbara, CA, USA",Santa Barbara,United States,4
Sotiria Tavoulari,"Yale University, New haven, CT, USA",New Haven,United States,4
Soumen Chakrabarti,IIT Bombay,Mumbai,India,3
Soumyadeb Mitra,"University of Ilinois at Urbana Champaign, Urbana, IL, USA",Champaign,United States,3
Sourashis Roy,"Department of Electrical Engineering, University of California Los Angeles, Los Angeles, CA",Los Angeles,United States,3
Souripriya Das,"Lockheed Sanders, Nashua, NH",Nashua,United States,6
Spiridon Bakiras,HKUST,Clear Water Bay,Hong Kong,3
Spiros Papadimitriou,Carnegie Mellon University,Pittsburgh,United States,3
Spiros Papadimitriou,"Learning Research and Development Center, University of Pittsburgh, 3939 O'Hara St., Pittsburgh, PA 15260, USA. E-mail: forbesk@cs.pitt.edu",Pittsburgh,United States,2
Spyros Blanas,"University of Wisconsin-Madison, Madison, WI, USA",Madison,United States,9
Sreenivasulu Pokuri,"Yahoo!, Sunnyvale, CA, USA",Sunnyvale,United States,11
Sreeram Balakrishnan,"IBM Silicon Valley Lab, San Jose, CA, USA",San Jose,United States,15
Srihari Venkatesan,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,7
Srikanta J. Bedathur,"Database Systems Lab, SERC/CSA, Indian Institute of Science, Bangalore, India",Bangalore,India,3
Srikanta J. Bedathur,"Max-Planck Institute for Informatics, Saarbrücken, Germany",Saarbrücken,Germany,4
Srikanth Bellamkonda,"University of Calgary, Department of Computer Science, 513, 2500 University Drive N.W., 5600 MB, Calgary, Alberta, Canada",Calgary,Canada,15
Srikumar Rangarajan,"Microsoft, Redmond, WA, USA",Redmond,United States,8
Srinath Shankar,"University of Wisconsin - Madison, Madison, WI",Madison,United States,4
Srinivasan Parthasarathy,"The Ohio State University, Columbus, OH, USA",Columbus,United States,7
Srinivasan Parthasarathy,"The Ohio State University, Columbus, USA",Columbus,United States,3
Srinivasan Parthasarathy 0002,"IBM T. J. Watson Research Center, Hawthorne, NY, USA",Hawthorne,United States,4
Srinivasan Seshan,Carnegie Mellon University,Pittsburgh,United States,4
Srinivasan Seshan,Carnegie Mellon University & Intel Research Pittsburgh,Pittsburgh,United States,4
Sriram Padmanabhan,"Almaden Research Center, San Jose, CA, USA",San Jose,United States,5
Sriram Padmanabhan,"IBM T.J. Watson Research Center, Hawthorne, New York",Hawthorne,United States,5
Sriram Raghavan,"IBM Research - Almaden, San Jose, CA, USA",San Jose,United States,4
Sriram Raghavan,"IBM Research - India, Bangalore, India",Bangalore,India,13
Sriram Raghavan,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,5
Sriram Vanama,"Indian Institute of Technology, Madras, Chennai, India",Chennai,India,3
Stan Sclaroff,"Boston University, Boston, MA",Boston,United States,4
Stanley B. Zdonik,"Brown Univ., Providence, RI",Providence,United States,3
Stanley B. Zdonik,Brown University,Providence,United States,16
Stanley B. Zdonik,"Brown University, Providence, RI",Providence,United States,13
Stanley B. Zdonik,"Brown University, Providence, RI, USA",Providence,United States,4
Stavros Harizopoulos,"Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,3
Stavros Harizopoulos,"Laboratory for Information and Decision Systems (LIDS), Massachusetts Institute of Technology, Cambridge, MA",Cambridge,United States,4
Stavros Harizopoulos,"Palo Alto Research Center, Palo Alto, CA",Palo Alto,United States,8
Stavros Papadopoulos,"Chinese University of Hong Kong, Hong Kong, Hong Kong",Ma Liu Shui,Hong Kong,4
Stavros Papadopoulos,"Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",Clear Water Bay,Hong Kong,4
Stefan Aulbach,"Technische Universität München, Garching, Germany",Garching,Germany,4
Stefan Aulbach,"Technische Universität München, Munich, Germany",Munich,Germany,5
Stefan Brecheisen,"University of Munich, Munich, Germany",Munich,Germany,5
Stefan Fischer 0003,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,4
Stefan Holland,"BWRC, University of California, Berkeley, CA 94720, USA",Berkeley,United States,4
Stefano Ceri,"DEI, Politecnico di Milano, Italy",Como,Italy,6
Stefano Ceri,"Piazza Leonardo da Vinci, Milano, Italy",Milan,Italy,4
Stefano Ceri,"Politecnico di Milano, Milano, Italy",Milan,Italy,17
Stefano Stefani,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,3
Steffen Christ,"Worcester Polytechnic Institute, Worcester, MA",Worcester,United States,5
Steffen Rost,TU München,Munich,Germany,4
Stelios Paparizos,"Microsoft Research, Mountain View, CA, USA",Mountain View,United States,6
Stelios Paparizos,"Microsoft Research, Mountain View, USA",Mountain View,United States,4
Stelios Paparizos,University of Michigan,Ann Arbor,United States,15
Stephen Tu,"University of California at Berkeley, Berkeley, CA, USA",Berkeley,United States,8
Steve B. Jiang,Harvard Medical School,Boston,United States,6
Steve Daniel,"NetApp, Inc., Research Triangle Park, NC, USA",Durham,United States,4
Steve Lee,"Microsoft Corporation, Seattle, WA, USA",Seattle,United States,5
Steven D. Gribble,"University of Washington, Seattle, WA",Seattle,United States,4
Steven Euijong Whang,"Stanford University, Stanford, CA, USA",Stanford,United States,5
Steven Minton,"Fetch Technologies, Manhattan Beach, CA",Manhattan Beach,United States,4
Steven P. Callahan,University of Utah,Salt Lake City,United States,6
Stratis Viglas,"University of Edinburgh, Edinburgh, United Kingdom",Edinburgh,United Kingdom,2
Stratis Viglas,University of Wisconsin,Green Bay,United States,6
Stratis Viglas,"University of Wisconsin-Madison, Madison, WI",Madison,United States,2
Stratos Papadomanolakis,"Carnegie Mellon University, Pittsburgh, PA",Pittsburgh,United States,6
Stratos Papadomanolakis,"Oracle, Redwood Shores",Redwood City,United States,11
Subhash Bhalla,St. Francis Xavier University,Antigonish,Canada,4
Subhash Suri,"University of California, Santa Barbara, Santa Barbara, CA, USA",Santa Barbara,United States,4
Subhasri Duttagupta,"Indian Institute of Technology, Mumbai, India",Mumbai,India,3
Subi Arumugam,"University of Florida, Gainesville, FL, USA",Gainesville,United States,8
Subramanian Arumugam,"University of Florida, Gainesville",Gainesville,United States,5
Subramanian Arumugam,"University of Florida, Gainesville, FL",Gainesville,United States,7
Sudarshan S. Chawathe,"Computer Science Department, University of Maryland, College Park, Maryland",College Park,United States,3
Sudarshan S. Chawathe,"University of Maryland, College Park, College Park, Maryland",College Park,United States,2
Sudeepa Roy,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,4
Sudip Roy 0002,"Cornell University, Ithaca, NY, USA",Ithaca,United States,12
Sudipta Sengupta,"Microsoft Research, Redmond, WA, USA",Redmond,United States,3
Sudipto Das,"UC Santa Barbara, Santa Barbara, CA, USA",Santa Barbara,United States,4
Sudipto Das,"University of California, Santa Barbara, USA",Isla Vista,United States,6
Sudipto Guha,University of Pennsylvania,Philadelphia,United States,9
Sudipto Guha,"University of Pennsylvania, Philadelphia, PA, USA",Philadelphia,United States,13
Suhas Sadanandan,"Yahoo! Research, Sunnyvale, CA, USA",Sunnyvale,United States,7
Sujoe Bose,"Department of CSE, University of Texas at Arlington, Arlington, TX 76019, United States",Arlington,United States,2
Sukhendu Chakraborty,"Oracle, Redwood Shores",Redwood City,United States,6
Suman Nath,Carnegie Mellon University,Pittsburgh,United States,7
Suman Nath,Carnegie Mellon University & Intel Research Pittsburgh,Pittsburgh,United States,4
Suman Nath,"Micorosoft Research, Redmond, WA, USA",Redmond,United States,2
Suman Nath,"Microsoft Research, Redmond, WA, USA",Redmond,United States,17
Suman Nath,"Microsoft Research, Seattle, WA, USA",Seattle,United States,7
Sumeet Bajaj,"Stony Brook University, New York, NY, USA",Southampton,United States,2
Sumin Song,University of Illinois at Urbana-Champaign,Champaign,United States,4
Sumit Ganguly,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",New Providence,United States,3
Sumit Ganguly,"Lucent Bell Laboratories, Murray Hill, NJ",New Providence,United States,7
Sundar Saiprasad,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,4
SungRan Cho,"L3S, University of Hannover",Hanover,Germany,3
SungRan Cho,Steven Institute of Technology,Hoboken,United States,4
SungRan Cho,Stevens Institute of Technology,Hoboken,United States,4
Sunil Chakkappen,"Oracle, Redwood Shores, CA, USA",Redwood City,United States,7
Sunil Kamath,"IBM Toronto Lab, Toronto, ON, Canada",Toronto,Canada,6
Sunil Prabhakar,Purdue University,West Lafayette,United States,3
Sunil Prabhakar,"Purdue University West Lafayette, IN",West Lafayette,United States,3
Sunil Prabhakar,"Purdue University, West Lafayette, IN, USA",West Lafayette,United States,13
Sunita Sarawagi,IIT Bombay,Mumbai,India,8
Sunita Sarawagi,"Indian Institute of Technology, Bombay",Mumbai,India,3
Suparna Bhattacharya,"NetXen, Inc., Santa Clara, CA, USA",San Jose,United States,6
Supiti Buranawatanachoke,"Oracle, Redwood Shores",Redwood City,United States,11
Supriyo Chakraborty,"University of California, Los Angeles, Los Angeles, CA, USA",Los Angeles,United States,6
Surajit Chaudhuri,Microsoft Research,Mountain View,United States,33
Surajit Chaudhuri,"Microsoft Research, One Microsoft Way, Redmond, WA",Redmond,United States,6
Surajit Chaudhuri,"Microsoft Research, One Microsoft Way, Redmond, WA 98052, USA",Redmond,United States,2
Surajit Chaudhuri,"Microsoft Research, Redmond, WA",Redmond,United States,15
Surajit Chaudhuri,"Microsoft Research, Redmond, WA, USA",Redmond,United States,28
Surajit Chaudhuri,"NAS Division, NASA Ames Research Center, Moffett Field, CA, USA",Mountain View,United States,14
